Reference,Protein.Accession,GeneName,S01_41,S03_28,S05_51,S07_43,S09_24,S11_21,S13_52,S15_11,S17_14,S19_55,S02_44,S04_31,S06_60,S08_46,S10_26,S12_25,S14_53,S16_13,S18_16,S20_50,T01_42,T03_54,T05_27,T07_15,T09_39,T11_12,T13_29,T15_18,T17_47,T19_58,T02_40,T04_57,T06_30,T08_10,T10_38,T12_17,T14_22,T16_19,T18_48,T20_59,Accession_primary
sp|P49720|PSB3_HUMAN,P49720,PSMB3,537155.4181,577753.9962,241957.4684,453760.1876,496825.0874,433404.8655,417034.0846,523885.4203,401140.6567,321629,682875.6762,546134.7977,260612.5586,346111.365,422317.4208,404610.8226,231262.6,519088.7097,326851.1527,316230.27,410171.2811,390034.1378,331212.5551,450178.3186,380404.4977,363127.4639,376623.8073,449726.8955,682179.9776,680949.1396,337887.2187,288745.8723,380422.7101,411221.8004,183410.172,396332.8325,415027.6489,281609.2073,507262.085,520555.4633,P49720
sp|P49721|PSB2_HUMAN,P49721,PSMB2,866363.6281,812363.8148,380170.1266,735883.8626,654498.0894,690495.0875,592556.0564,761647.7366,667843.4627,487610,1244487.657,772865.5559,394723.4517,584531.5299,729538.5585,723248.1702,475594,883732.0276,507432.6513,660730.9879,775046.4796,602347.0776,502055.733,620179.41,701410.7769,563723.4049,575106.0707,873154.3427,946860.6823,1095368.829,614394.1684,511177.9638,493638.5249,670839.5314,385872.1158,604061.0394,665337.3041,568902.9113,753605.132,836124.6043,P49721
sp|P49746|TSP3_HUMAN,P49746,THBS3,306725.9463,365747.2752,536667.1677,491500.4908,606916.4832,453543.7582,541047.0245,517208.8183,619577.0149,511963,349978.1161,386490.0714,823349.1034,573926.9279,382477.5727,831547.7635,647380,418488.5801,536552.5591,578890.896,267343.2239,345771.4074,853909.1345,600669.1976,395726.9743,487278.6772,321813.9008,684244.4836,369626.6135,426635.3456,275778.0948,856853.6104,919333.6878,671659.7222,505747.506,329372.268,446033.7618,680600.4371,587556.0411,492329.7065,P49746
sp|P49747|COMP_HUMAN,P49747,COMP,2034838.144,2876617.737,3656940.676,3480681.735,3910726.758,3483443.404,4196574.059,3469180.229,4216697.913,4233846,2753573.56,2785865.903,5441244.997,3693892.419,3241686.215,6430929.784,5322564,2324844.778,3826405.801,5354806.117,1905534.299,2794015.161,5233241.894,4467973.835,3621200.824,3407700.307,2767598.478,4713118.049,2381246.147,3564699.492,1781866.154,6893536.777,5560952.031,4817013.435,4582711.176,3229013.544,3711402.129,4102941.242,3671107.227,4484056.33,P49747
sp|P49748|ACADV_HUMAN,P49748,ACADVL,55976.78841,43191.3647,43932.64241,33357.55196,37354.83484,54739.17209,41738.38171,48776.83715,55036.62687,58380,58353.46968,39782.27134,57987.24138,49600.61567,42766.54169,26428.72693,37418,32502.2523,60057.86744,21302.03906,41290.97406,62441.5237,43509.70297,32099.49853,47183.93692,52867.02876,42804.18133,37054.1784,42862.4231,42720.57264,41403.53857,28237.66781,37022.60034,54025.42186,56812.93225,58550.70967,52136.75235,41236.20723,47852.02346,58160.59628,P49748
sp|P49755|TMEDA_HUMAN,P49755,TMED10,37209.35708,43177.94528,39746.8038,32340.90935,39326.85233,40136.58671,30222.34798,35331.50794,22805.34328,32340,32258.41855,35250.36042,40835.10345,26752.51866,33524.63801,40530.65374,41642,31535.51267,30837.92795,33700,42356.92165,32159.54056,40285.00798,36039.11799,35499.17056,36112.97708,29255.80916,27515.73357,38217.83557,32363.40762,35742.51097,34077.85917,42344.0789,23653.20937,43437.29726,24834.43428,38726.47649,22357.44627,39022.82111,28557.21531,P49755
sp|P49757|NUMB_HUMAN,P49757,NUMB,12753.71567,8285.533876,8126.392405,5063.755774,9898.283679,7990.321061,10211.09454,7835.596708,8216.764179,9070,11357.91445,10138.64672,10011.22414,7810.939055,6495.691338,10613.86612,8440,9492.684332,9391.325648,23566.77197,8358.099524,7745.414365,15036.37815,6727.076696,13966.20911,11796.23011,9310.366144,14565.75704,3591.462528,6149.655853,5759.289455,10921.6415,8485.694683,6758.372274,13438.54275,9306.809584,7542.884013,5912.065342,5899.970674,6028.400184,P49757
sp|P49767|VEGFC_HUMAN,P49767,VEGFC,437845.6988,387389.9255,289201.4557,319916.5127,281266.2241,284715.9361,338209.1999,249847.5603,341255.2537,333090,428921.4461,294075.7565,248160.7572,290059.9658,181970.1972,282850.2033,399506,281470.7085,379877.6657,351468.1591,439634.2509,327014.4519,275239.9872,231615.4277,381496.9918,304830.2526,355342.9704,395994.777,249687.2204,132147.7292,445040.3397,397528.0012,280051.0463,262264.2134,317013.8931,278083.0941,387708.4639,373750.9317,216175.1232,118304.7641,P49767
sp|P49770|EI2BB_HUMAN,P49770,EIF2B2,2041.530335,4830.991524,2341.936709,1602.306582,3623.186528,4148.399565,3770.552943,4943.062904,1991.820896,3109,4970.301023,4938.694322,3416.482759,2153.404851,3605.268261,4416.734439,4640,1735.47235,4302.334294,4602.053418,2698.319217,6105.001454,3315.106995,2956.454277,4556.98014,9890.056943,2884.450785,1405.155516,5041.806488,4762.679831,4712.753008,1223.256092,3167.684391,2941.751038,2383.27621,3616.752971,2952.711599,1965.022836,5465.131965,4412.540341,P49770
sp|P49773|HINT1_HUMAN,P49773,HINT1,15532.71959,10419.2218,14109.20886,15925.77945,10967.7785,22044.52961,16623.22037,8932.184009,13500.1194,13360,11717.09636,22012.13873,24287.24138,14407.37873,10089.30511,13323.99124,14130,8180.403226,13052.68012,12146.32395,12104.5262,15669.17709,7997.157458,13855.76991,13582.35981,16009.09914,15309.48962,8820.539906,11026.00671,11540.70522,16475.55556,11577.60502,11439.50257,10143.02635,14788.48155,7904.413619,9043.009404,13824.09146,14320.02933,15057.53496,P49773
sp|P49788|TIG1_HUMAN,P49788,RARRES1,33406.02777,410864.3268,22076.69937,72112.16282,137975.7448,29209.54902,42217.078,114752.3633,52166.59403,198380,47179.02924,314563.8898,21375.21276,35387.09577,116937.0394,34458.96153,50440,150582.3157,36797.09798,166883.7163,35485.79672,42012.79732,19939.07697,112840.3245,198036.7114,125611.5959,132674.0529,60685.71009,45503.19883,149782.0028,37038.04105,62835.4612,22800.39108,153007.1424,166396.1993,154227.3886,140208.9028,35445.95253,26412.49853,141108.0682,P49788
sp|P49792|RBP2_HUMAN,P49792,RANBP2,16376.9997,23196.42756,15996.83544,16052.25173,15496.76166,18826.5099,12896.38398,10203.11581,9093.970149,14700,18250.32407,12948.3169,14409.65517,8728.886816,27992.56626,34258.68001,22900,33001.15207,3729.337176,10355.82998,36215.45791,16560.91887,23894.60236,14414.45428,12302.86215,15056.5046,23823.42685,18590.37559,16680.36913,18822.567,21274.16844,16726.566,26590.05146,3619.775441,9394.914009,27848.99788,18170.53292,31066.43504,10969.79472,23719.99385,P49792
sp|P49795|RGS19_HUMAN,P49795,RGS19,10375.49049,17157.68815,6270.759494,11479.79215,6755.278497,10223.2327,14207.88066,9153.08642,5271.283582,16300,11260.83825,10072.18633,11225.58621,8005.845771,8789.883646,8738.598686,13200,7939.68894,8468.70317,7529.753016,8821.942827,6820.354754,6920.824018,7614.80826,14468.16589,6701.620675,8268.758916,11272.88732,3769.574944,6682.961918,12020.38217,1733.114068,12601.37221,7884.767653,9229.910031,10217.32714,9328.244514,13408.6133,14824.04692,8348.60919,P49795
sp|P49821|NDUV1_HUMAN,P49821,NDUFV1,3531.735587,8540.502873,5577.563291,2865.083718,3628.643135,4538.064537,3707.163937,3007.442681,3363.863582,3710.4,2165.76984,4143.461408,5208.393103,4404.26306,3264.347123,3500.710041,3074,5532.546083,2260.716427,4648.509477,5699.920593,3381.759232,5542.040882,4834.309735,2327.012558,6455.599358,4410.004755,2624.407277,3603.713647,4734.16079,3241.400991,1738.15219,4306.432247,3549.785826,5753.482465,3010.042661,5024.363636,1451.340749,4376.058651,3149.890887,P49821
sp|P49841|GSK3B_HUMAN,P49841,GSK3B,782.2306067,1533.648103,3071.392405,2091.657044,1997.117876,800.1266707,499.4616507,2218.930041,145.8656716,772,2184.214317,2383.407004,3428.103448,2483.488806,3692.404654,1665.498905,1160,1426.814516,3204.899135,1548.535325,492.3875066,1852.079093,1108.623443,2763.59882,801.1623832,2351.96379,2628.055159,667.4735915,622.9222595,1882.2567,1917.537155,2267.155031,1502.915952,1377.920561,1691.290777,1383.408012,640.1943574,1010.36734,3933.313783,1501.921008,P49841
sp|P49908|SEPP1_HUMAN,P49908,SELENOP,8144963.477,8857776.324,7738415.823,4879485.652,7437201.49,7751377.625,6652020.431,7856101.999,10534720.6,7460000,10718958.95,8099344.101,8793492.069,4726770.802,7625850.356,10165551.77,8034800,9076966.878,9749497.406,6856014.331,8130905.506,5552317.534,9356458.959,7836224.218,6172395.152,8336284.713,6648124.901,7955494.131,8186385.906,5976355.148,7963884.784,7428479.563,11034408.92,8626985.657,6680289.185,8866289.072,8784924.451,7875105.214,8241379.472,6541746.427,P49908
sp|P49913|CAMP_HUMAN,P49913,CAMP,398968.1256,418522.982,404304.019,514933.8597,394392.5842,764520.4865,467952.9431,389659.9647,651828.4179,976130,400332.5076,517818.0891,411105.1379,588209.6082,486885.488,633564.2165,667320,409621.947,593634.7262,1356371.769,459606.2732,385222.6519,425808.2721,306898.6431,1016177.044,455316.5718,477984.4761,540455.8392,485634.34,720885.3032,598815.3715,549004.186,500401.6467,426292.5331,1233848.185,551708.5402,657974.0125,709041.8056,516302.7771,806562.6556,P49913
sp|P50148|GNAQ_HUMAN,P50148,GNAQ,286414.3978,241610.9221,270623.7975,211641.0589,272783.3841,290875.0507,250172.3626,212436.796,156990.6955,201231,196163.8024,291841.3125,335294.0828,336511.6853,189902.8765,213025.7429,212737,147039.5449,213437.5418,163287.243,204724.378,238536.0279,216561.5171,193835.6401,177643.4871,261430.1241,347651.1016,179654.2254,215497.1756,241347.1368,261828.7275,218970.9015,206061.3379,178099.5132,271905.9306,174518.2769,293288.2476,176144.7981,310692.2581,231147.7148,P50148
sp|P50213|IDH3A_HUMAN,P50213,IDH3A,2805.451253,3076.881506,4511.107595,2245.369515,2542.778497,5604.170388,4288.59413,2139.68254,2592.385075,3640,3976.240818,3907.412445,5938.172414,1381.113184,2738.261151,1973.299969,4000,8201.756912,2845.56196,3522.917863,2796.439915,2585.071242,2571.360588,3181.120944,3147.564252,903.390276,4390.775083,3237.494131,1833.89821,4201.80536,2232.356688,2267.155031,6740,3215.147975,6270.151172,2938.611789,3103.780564,4598.5878,5050.058651,3308.369448,P50213
sp|P50225|ST1A1_HUMAN,P50225,SULT1A1,53352.39964,71726.80471,72220.37975,84318.10046,36963.05052,70676.03164,63869.88811,66533.23045,55227.76119,50260,56597.07014,66299.966,66598.17241,92936.97139,43470.16807,74651.24492,68450,51268.26037,43071.90202,57247.41528,85347.16781,45904.12329,65290.38646,47329.11504,50077.57009,80899.68171,59611.98288,63345.71596,82412.33221,47160.98731,58947.57254,53343.63881,47052.83019,57710.81256,45726.72746,57054.27813,75988.74608,103586.2591,81848.5044,108749.4391,P50225
sp|P50238|CRIP1_HUMAN,P50238,CRIP1,24514.6393,13706.97992,30500.63291,16538.6836,33503.56218,18169.77118,17814.49651,10698.4127,23237.91045,14700,20580.15267,13521.25128,58568.27586,23263.0597,39211.37686,23822.95902,31100,25527.36175,18938.04035,24195.86445,14896.50609,19108.75254,36810.60364,30717.69912,28837.90888,28833.69835,26173.72008,7732.805164,31570.19016,18727.50353,28524.55768,41413.36523,34798.28473,46586.83801,20212.98733,17993.34603,17008.46395,25117.54322,13143.98827,8897.587214,P50238
sp|P50281|MMP14_HUMAN,P50281,MMP14,11982.67431,12125.40531,11357.75316,10487.47113,15322.15026,18520.03183,18841.83558,14046.61964,9073.850746,11810,17396.05358,9121.115267,14293.44828,14576.08831,17296.57401,24982.48358,18770,10550.66244,13751.93084,18437.24871,20070.14293,13082.14597,18771.25519,10259.11504,14478.00818,25202.42371,20116.37343,19668.22183,17820.66555,17596.24824,16733.13517,15315.89176,15653.44768,15627.3689,9343.350266,19259.20957,18973.41693,20320.65903,12244.66276,22052.34363,P50281
sp|P50395|GDIB_HUMAN,P50395,GDI2,122525.3879,163122.6463,186725.7278,153722.1998,171204.294,158558.6177,140529.0546,127737.0664,132923.8657,152300,116870.0274,172430.3298,219015.1379,215319.5274,151236.1021,79111.198,102690,115465.2074,156282.536,131091.2579,90672.44574,170773.4516,131437.5343,129093.8643,124839.6028,122597.3427,157779.4579,92003.57101,120155.2013,91213.39915,106084.6426,132008.8803,154118.2504,99461.80556,188308.7276,126911.8618,194002.1317,117656.8046,203109.2082,139326.4792,P50395
sp|P50402|EMD_HUMAN,P50402,EMD,173709.1065,78621.51146,146211.0759,62759.43995,125484.4819,72361.66101,87657.15907,163367.7337,64372.02985,61677,204500.7057,110150.0714,151937.031,80079.41542,99934.55074,204656.0838,142840,284159.3318,54266.71182,79933.45778,210741.8528,72113.49229,171363.0469,153220.6785,77402.71904,108013.199,89685.0531,110390.2435,73308.80872,107763.9492,186106.0439,128135.5718,211745.8285,159062.3377,82058.54091,109406.7774,104110.815,273828.4345,37485.07331,200128.3848,P50402
sp|P50416|CPT1A_HUMAN,P50416,CPT1A,56394.85964,43818.24336,67879.90506,69552.94746,60231.11075,74616.46394,54073.00795,54740.21164,65823.64478,51390,50569.90062,68919.42197,83599.24138,67525.74627,51400.66904,52380.99468,54640,74933.96889,69653.14121,67158.04136,60052.54367,80052.93399,53353.84861,45789.25369,56570.52862,69753.93196,77407.97591,54757.55575,34242.81879,38858.52412,60043.71691,56778.63059,55922.34648,58969.53206,87318.04272,55654.59473,96895.4232,53865.79899,57398.70968,66093.84663,P50416
sp|P50453|SPB9_HUMAN,P50453,SERPINB9,23802.59583,19074.74828,14845.06329,13790.34353,20047.57124,16341.84842,15978.40117,11140.21752,9405.820896,16690,11387.0373,12627.47365,13898.34483,23284.01741,9051.292825,12343.66594,12588,7568.91129,12999.26513,10228.07582,15476.31022,12356.99331,7594.608751,12456.0767,12509.55023,12842.31275,15052.55984,5415.930164,7519.35962,8745.83921,19938.57042,10842.03917,13953.99657,12417.68886,12882.6856,11664.02833,16150.64577,7830.81902,18520.17595,10469.94314,P50453
sp|P50454|SERPH_HUMAN,P50454,SERPINH1,31095.95533,20308.37647,19228.1962,30528.4642,34594.88342,22153.98607,26514.09113,16607.30453,14161.04179,33240,27055.13467,16053.62122,11672.98276,27821.36194,13201.16354,30063.30935,26886,17005.29954,22774.20749,23857.12234,39685.36263,21734.9811,33947.55669,18261.62242,23569.33119,26678.55161,20874.87716,23597.9108,25190.18456,24340.05078,15903.1564,21301.18104,20404.97427,14121.49857,15912.57115,33644.84452,18445.20376,26467.84724,30260.82111,31426.40234,P50454
sp|P50502|F10A1_HUMAN,P50502,ST13,79769.21219,88184.76591,88483.82911,105263.8568,65697.53886,175787.0634,218254.9051,64497.56026,198377.3134,105400,85038.74406,116947.3648,139192.6207,87592.75498,175579.8319,157041.7892,91280,48278.74424,112647.3487,158086.0999,72511.1964,175996.5106,115813.4781,127244.8378,205014.8949,95633.40634,86373.27627,144589.6127,166615.2125,144021.1566,88578.76858,96540.49933,104417.976,80498.99403,86771.46704,57370.74401,91275.23511,63605.929,125411.437,80409.74335,P50502
sp|P50552|VASP_HUMAN,P50552,VASP,545716.2149,500453.5309,518598.8487,580230.5283,524189.7494,556208.4382,538639.9909,490175.5144,276313.8448,362108,412458.2947,653569.1601,766430.9655,972646.3402,392301.1118,397210.9478,389619,359163.1855,647603.2853,303895.2183,323382.631,614728.5694,475260.412,417631.4749,272262.3394,544189.3123,907993.0575,371669.0728,325346.3591,248255.3992,535804.719,397056.2314,547704.1921,472838.9084,714936.4557,398819.3502,689787.2351,293795.465,821903.4692,544202.9507,P50552
sp|P50570|DYN2_HUMAN,P50570,DNM2,123580.2294,113147.7644,112072.7627,124915.7044,102237.1567,126352.151,116449.9757,86399.58848,116602,119300,102677.4881,134387.4872,132080.7586,151377.5498,89129.63801,91956.62183,118600,108806.7396,158195.7637,101206.4618,90128.32186,111800.9014,87150.71862,94730.79941,111286.7699,84591.96963,124202.3142,99132.18897,112805.4726,95310.6347,84261.92498,96711.79549,94938.0446,113946.3753,120102.2706,89993.85581,122281.348,71137.41489,144603.6364,108003.6576,P50570
sp|P50579|MAP2_HUMAN,P50579,METAP2,13681.40658,4933.554241,7613.427215,3650.184758,9188.92487,7589.710444,7683.184693,9648.383304,10206.57313,13223,9717.326804,4193.879633,4993.410345,6627.876244,6401.257272,15215.07038,9250,5690.757488,4317.873199,5278.569787,13100.8973,11109.53475,12722.26126,16641.23894,6722.283879,12950.56213,6683.379299,8254.91784,5041.806488,6384.462623,8084.184006,18596.717,7990.888508,11882.92445,8233.698513,9846.609965,9317.680251,7355.851943,3566.665689,10927.77009,P50579
sp|P50591|TNF10_HUMAN,P50591,TNFSF10,3997.615454,6402.980829,9022.21519,12258.08314,7300.939119,3984.214885,12896.38398,11292.76896,6729.940299,6720,7018.608671,13177.49065,7565.068966,3751.430348,5010.342599,6714.701282,12700,2222.724654,5904.783862,9078.28834,7153.890948,5399.447514,9310.284254,4990.383481,8041.150701,4389.020295,3845.934379,4598.151408,7925.53132,10837.23554,7259.929229,3980.116609,11017.53002,5457.002856,10178.68291,8002.065949,4616.583072,4447.504833,3498.475073,5396.557553,P50591
sp|P50851|LRBA_HUMAN,P50851,LRBA,210970.3411,198721.4944,213761.4462,184788.6576,202402.8221,228050.3305,194200.9632,177482.7043,258927.6627,462316,197010.3068,147307.1574,183585.9793,290430.079,230289.5055,159689.7216,233028,180699.9435,312068.7983,308078.1993,208072.9698,331295.7924,285357.5216,227194.6637,180954.4334,316216.808,237130.699,349614.7565,182348.476,174026.9901,249244.5322,163238.1851,193116.6072,285937.1073,217019.4198,198440.3853,301737.5455,182095.5785,256072.563,245186.0151,P50851
sp|P50895|BCAM_HUMAN,P50895,BCAM,85770.7214,75810.14278,120061.5823,116354.5035,81718.13472,83931.20808,56697.09421,99079.18871,72842.29851,104460,91872.90796,96757.15743,120018.4828,118505.3794,97287.78281,143570.2221,112010,136362.7016,76616.51297,131219.0121,77565.30439,60001.48299,107288.9173,87719.41003,119583.8201,74318.11943,88969.28198,93377.08333,94974.44072,138545.5007,74450.04954,136573.419,117689.8799,110856.9899,112573.9641,66719.14625,81072.26959,102368.1527,72983.72434,97800.95282,P50895
sp|P50914|RL14_HUMAN,P50914,RPL14,14749.47178,9096.45031,3679.272152,6381.986143,9614.540155,14338.79533,8787.027728,6131.775426,8007.522388,4150,14658.50497,3953.247195,7390.758621,6224.440299,14268.58436,6957.147326,13000,11259.21659,7167.319885,12097.93222,15074.90736,4733.091015,10978.60109,8489.616519,18503.50467,6160.373777,13888.09637,6892.282864,5937.080537,16445.98025,3739.674452,11184.63148,9144.665523,10924.94159,10065.24267,5633.092753,1552.946708,7884.642327,4941.348974,13776.24097,P50914
sp|P50990|TCPQ_HUMAN,P50990,CCT8,150518.8681,190855.7967,214773.5127,131070.0404,166961.237,240237.2119,230820.1362,172942.8131,285795.1134,209397,190210.7991,208690.2006,225723.7621,193482.6399,299935.446,162075.1799,201206,195662.86,232695.1009,174461.861,127997.5596,295872.0849,210568.4925,199221.6755,223114.8657,193766.3893,179745.0848,187191.2383,256048.3781,162292.3554,175194.2081,185234.627,173498.9297,175971.3915,198625.6013,145200.8774,241368.0627,186649.7856,312214.1935,191355.0945,P50990
sp|P50991|TCPD_HUMAN,P50991,CCT4,93697.79958,122013.2089,96899.23101,125417.7021,145119.9702,153282.4883,141451.474,165548.0306,210650.1493,137562,110719.2799,124615.5185,135546.0483,119535.4509,177779.5902,135265.1802,92515,119042.9205,144623.5014,192995.8932,96690.8126,174278.6828,131728.1444,126471.4277,200940.1869,189262.0342,117313.8184,107844.9442,149394.8518,180050.2116,77228.09342,113457.5064,121651.7976,128868.3801,135016.5677,129958.9761,175779.8339,137629.9728,191764.8592,112666.8634,P50991
sp|P50995|ANX11_HUMAN,P50995,ANXA11,338973.3776,665114.4263,455323.2595,389281.6975,240625.421,668997.8401,549123.6582,265508.8477,255063.7313,375810,233157.5976,432382.1149,313514.5862,399705.4726,259132.7408,264624.5855,324390,159725.576,260062.9971,276510.3389,307715.4314,693990.695,393701.2456,169633.2743,411555.3446,305627.3617,390608.052,204523.7969,272615.66,222914.33,235580.4105,158015.6675,210963.1561,202477.7713,549525.1239,254655.5767,273582.7273,155917.6217,570034.0176,305128.2004,P50995
sp|P51148|RAB5C_HUMAN,P51148,RAB5C,59117.9173,65927.69782,83706.10759,70435.33487,41000.93912,66943.56659,65793.41657,61099.82363,60961.79104,71790,40199.25104,50555.72934,82204.75862,94938.43284,44439.56044,42902.40851,40179,41503.80184,66914.40922,57537.76565,35831.89518,62951.09043,57669.9457,47895.75221,53118.83762,82869.82041,76801.17293,46822.03638,50550,38719.3512,36356.88606,46824.30857,64428.85077,55193.37357,88349.31758,54694.34681,80943.38558,32737.79036,101163.2493,53893.069,P51148
sp|P51149|RAB7A_HUMAN,P51149,RAB7A,214599.7283,231274.1339,234961.519,249179.5901,192727.3316,259116.2609,305928.4579,234176.3668,149537.4627,197980,179979.2597,278801.3261,263238.8345,367105.7525,201393.9884,167608.2202,153630,134237.0392,236793.487,196412.3492,197820.2488,278556.6153,189413.1587,156282.5074,129682.0093,235383.3552,290165.0658,184222.7113,225590.2125,157748.3216,167531.6914,144684.7959,234096.5009,206808.3788,324377.1957,178014.7729,230977.0533,114983.5804,337464.4868,190733.61,P51149
sp|P51153|RAB13_HUMAN,P51153,RAB13,265042.9218,209084.1629,259873.9241,207219.9769,180690.0583,225961.9014,220418.8747,203309.465,146962.1791,188820,199481.8666,249581.6729,276828.069,304222.1393,185045.0226,134146.4498,171560,154202.7362,192633.8617,158289.3452,146021.4399,260927.5662,165636.9531,164394.3658,169297.2255,177725.7994,275443.6836,136817.2535,190957.2427,133963.4415,173408.3227,147788.2793,171251.4923,184138.3048,293913.3362,145845.5636,208654.7649,105540.895,291420.9971,183006.4853,P51153
sp|P51397|DAP1_HUMAN,P51397,DAP,1190.129792,152.4062802,1972.943038,639.1714781,1800.680052,749.7767023,822.9641641,69.14344503,4.718,180,335.8836238,440.0136008,1359.62069,1309.856965,789.6735617,1052.005005,491,716.3191244,619.6138329,NA,1382.609846,227.3451585,682.3954008,282.3244838,NA,768.5705942,917.6826755,851.3996479,733.1823266,168.2623413,298.601557,NA,1167.650086,110.4523624,666.203562,726.9673473,145.7868339,NA,976.4105572,670.1675119,P51397
sp|P51452|DUS3_HUMAN,P51452,DUSP3,23700.87534,13313.98259,31823.03797,20332.85219,14656.4443,20041.47653,19606.8753,15978.27748,15904.38806,27090,25336.88607,23708.02448,20882.37931,26930.6592,22677.24628,17308.53926,20870,24032.60369,17869.74063,18766.31246,10989.51826,24890.37511,14907.21814,18510.14749,19399.15304,15745.36429,24859.6925,19292.45892,24323.18233,22263.8646,22762.40623,14970.27657,17433.82504,13899.50026,30659.8017,10931.63586,29474.29467,15278.26501,40301.64223,13904.68111,P51452
sp|P51570|GALK1_HUMAN,P51570,GALK1,6075.765168,10658.85431,9886.044304,7454.081986,10144.92228,9446.091885,4188.046052,19920.84068,11608.89552,9880,10280.36872,6772.084325,6692.355172,8132.639925,10096.92954,15885.48639,13710,13909.01498,5763.962536,10501.00517,9259.02594,10308.92701,16801.565,14164.9351,15688.60981,7498.729742,15170.0745,10680.56631,13108.69687,10007.33145,11667.40269,8188.963971,18117.07376,10115.68666,9570.230736,4583.330203,18233.9185,4964.019726,6138.143695,13403.35024,P51570
sp|P51571|SSRD_HUMAN,P51571,SSR4,6120.522185,7234.984925,3684.60443,3404.050231,4404.572539,5921.594102,2451.40587,4471.54027,6599.164179,8731,3601.526718,7138.762326,5880.068966,6234.919154,2516.063348,7058.342196,4273,5169.53341,3094.184438,2157.303274,3617.977766,5977.60977,4393.593101,6886.132743,7183.887266,2838.101913,7567.944207,6000.340376,5367.87472,8227.7433,2920.189667,1849.998505,7872.96741,4368.883048,5579.197013,5596.021035,5997.332288,3625.046933,4389.894428,6051.187951,P51571
sp|P51572|BAP31_HUMAN,P51572,BCAP31,47086.41714,31332.43074,46702.22785,25332.39896,36211.13018,44869.48374,26372.01232,31593.99765,34558.09254,26611,40238.08152,40918.97314,46366.55172,32265.44465,57074.33743,35134.64811,40219,39054.04868,27236.78674,23073.17634,44599.60402,43340.61064,32268.47653,32503.10324,41436.03972,36381.63236,42454.84229,37052.2007,18734.78747,33624.89986,52355.44232,31115.44327,36152.06518,33263.65849,48681.32995,37493.97387,30787.4326,58267.97893,28591.73226,34024.20778,P51572
sp|P51575|P2RX1_HUMAN,P51575,P2RX1,1942.861455,12652.59685,3892.563291,2938.048499,12331.93005,11492.92755,7890.838333,7340.299824,2283.552239,4620,13008.20971,6130.397824,4264.793103,8173.507463,8495.798319,7621.238661,3540,9143.260369,6769.135447,5081.131534,5146.876654,14307.06601,8675.247525,6531.238938,6801.022196,5638.808585,10789.98256,27687.79343,2808.333333,7310.380818,9272.866242,7637.793392,8323.842196,11810.74766,7920.190954,5660.2184,14895.61129,16996.83376,6542.346041,15537.11388,P51575
sp|P51606|RENBP_HUMAN,P51606,RENBP,147565.9221,197092.9518,179153.8924,248284.5554,161690.1554,197601.7344,248233.5333,215642.3574,366273.7313,218450,158447.7603,304921.4043,94255.41379,93492.35075,164241.2088,247959.0554,124500,285828.8018,197790.8357,131712.6077,168419.7194,152252.6607,125651.1658,133348.6136,141217.1729,107590.0423,126200.0634,123438.1162,339827.1812,157685.5797,156627.4876,181493.3174,206119.1424,240173.7409,281744.2928,196805.6129,190114.4828,167787.0773,95259.32551,122908.9288,P51606
sp|P51654|GPC3_HUMAN,P51654,GPC3,1759.764564,2693.469481,922.4841772,2393.244804,1833.419689,911.7722526,1650.299984,1901.940035,133.7940299,363,1135.791445,1730.261816,753.0206897,1383.208955,602.3303167,610.3315608,1560,2843.922811,1476.195965,1935.669156,1471.810482,NA,2906.100287,1829.144543,3730.227804,836.4724777,787.3482327,395.5399061,1545.525727,1635.091678,1354.67799,794.008073,2231.252144,919.7072949,1742.85452,1292.989187,446.8683386,229.4572557,843.9824047,326.2793914,P51654
sp|P51659|DHB4_HUMAN,P51659,HSD17B4,132138.9919,176375.283,199307.7722,223862.7569,241843.3355,174773.4966,154289.4964,191416.3962,211802.991,217628.5,209413.7318,193443.271,191226.5828,189312.0553,205088.5714,208776.6124,185353,182374.0726,150964.3458,208063.1419,209002.4404,168701.8668,179257.9527,202456.4779,187410.9755,199269.3941,180086.9456,275550.5023,223434.0157,223267.9661,181681.3984,263487.75,200162.9708,154745.4001,196301.1078,204242.5612,162234.758,215563.2884,180921.563,185822.8462,P51659
sp|P51665|PSMD7_HUMAN,P51665,PSMD7,54644.24992,62103.16286,46604.11392,66699.53811,60175.45337,51346.02205,92056.13751,56860.0823,47139.76119,63840,53424.91142,71605.33832,55721.2069,67106.59204,57292.17841,39118.14201,66440,52136.96717,58066.94524,74203.87708,61459.23769,77111.16604,48887.06484,36950.70796,99790.97547,46803.09534,58842.79601,58945.33451,75636.52125,70308.94217,53509.78061,51983.34579,60879.65695,26519.50286,63485.28062,43202.11424,74002.66458,49262.48984,67024.45748,69481.97326,P51665
sp|P51692|STA5B_HUMAN,P51692,STAT5B,23230.92665,23441.81125,30114.57595,25693.74682,30821.09456,31633.73581,29436.54289,31776.2669,25530.51642,25140,34499.90782,33058.3135,46805.81379,40831.9092,22236.11829,25982.83703,26288.8,25717.60369,27131.89914,34680.99713,22003.1207,33333.50393,27174.19035,30321.0531,30994.35456,19772.2412,29237.6478,31227.87559,26148.59899,25224.14104,27145.07573,31763.34579,26497.56432,31472.36176,30590.70629,24796.45837,40522.40125,19691.77618,39333.13783,26026.73736,P51692
